;org:resource;ticket;phase;created;endtime;priority;issuetype;concept:name;time:timestamp;@@index;case:concept:name
24;Data Analyst; MAD  1352;WIog;2021-12-13 14:41:19.140000+00:00;2021-12-13 18:16:28.747000+00:00;None;Auswertung;WIog;2021-12-13 14:41:19.140000+00:00;43; MAD  1352
25;Data Analyst; MAD  1352;AcP;2021-12-13 18:16:28.747000+00:00;2022-01-04 09:26:41.563000+00:00;None;Auswertung;AcP;2021-12-13 18:16:28.747000+00:00;44; MAD  1352
26;Data Analyst; MAD  1352;AcIog;2022-01-04 09:26:41.563000+00:00;2022-01-04 09:26:46.780000+00:00;None;Auswertung;AcIog;2022-01-04 09:26:41.563000+00:00;45; MAD  1352
27;Data Analyst; MAD  1352;AcD;2022-01-04 09:26:46.780000+00:00;2022-01-04 09:26:46.780000+00:00;None;Auswertung;AcD;2022-01-04 09:26:46.780000+00:00;46; MAD  1352
28;PO; MAD  1355;Plan;2021-11-16 16:46:35.521000+00:00;2021-11-16 16:47:12.241000+00:00;None;UX Task;Plan;2021-11-16 16:46:35.521000+00:00;47; MAD  1355
29;PO; MAD  1355;Closed;2021-11-16 16:47:12.241000+00:00;2021-11-16 16:47:12.241000+00:00;None;UX Task;Closed;2021-11-16 16:47:12.241000+00:00;48; MAD  1355
30;PO; MAD  1371;RFW;2021-07-13 13:39:17.096000+00:00;2021-07-21 13:57:44.705000+00:00;None;Task;RFW;2021-07-13 13:39:17.096000+00:00;49; MAD  1371
31;Back End Developer; MAD  1371;WIog;2021-07-21 13:57:44.705000+00:00;2021-08-23 17:18:43.924000+00:00;None;Task;WIog;2021-07-21 13:57:44.705000+00:00;50; MAD  1371
32;PO; MAD  1371;RFW;2021-08-23 17:18:43.924000+00:00;2021-09-06 11:11:36.411000+00:00;None;Task;RFW;2021-08-23 17:18:43.924000+00:00;51; MAD  1371
33;Back End Developer; MAD  1371;WIog;2021-09-06 11:11:36.411000+00:00;2021-09-21 13:14:26.889000+00:00;None;Task;WIog;2021-09-06 11:11:36.411000+00:00;52; MAD  1371
34;Back End Developer; MAD  1371;RFW;2021-09-21 13:14:26.889000+00:00;2021-12-20 13:28:54.425000+00:00;None;Task;RFW;2021-09-21 13:14:26.889000+00:00;53; MAD  1371
35;Back End Developer; MAD  1371;WIog;2021-12-20 13:28:54.425000+00:00;2021-12-20 14:35:39.392000+00:00;None;Task;WIog;2021-12-20 13:28:54.425000+00:00;54; MAD  1371
36;Back End Developer; MAD  1371;AcP;2021-12-20 14:35:39.392000+00:00;2021-12-20 14:35:47.974000+00:00;None;Task;AcP;2021-12-20 14:35:39.392000+00:00;55; MAD  1371
37;Back End Developer; MAD  1371;AcIog;2021-12-20 14:35:47.974000+00:00;2021-12-20 14:35:52.035000+00:00;None;Task;AcIog;2021-12-20 14:35:47.974000+00:00;56; MAD  1371
38;Back End Developer; MAD  1371;AcD;2021-12-20 14:35:52.035000+00:00;2021-12-20 14:35:55.833000+00:00;None;Task;AcD;2021-12-20 14:35:52.035000+00:00;57; MAD  1371
39;Back End Developer; MAD  1371;Closed;2021-12-20 14:35:55.833000+00:00;2021-12-20 14:35:55.833000+00:00;None;Task;Closed;2021-12-20 14:35:55.833000+00:00;58; MAD  1371
40;Back End Developer; MAD  1431;RFW;2022-03-15 11:15:30.970000+00:00;2022-03-15 11:15:33.877000+00:00;Major;Task;RFW;2022-03-15 11:15:30.970000+00:00;66; MAD  1431
41;Back End Developer; MAD  1431;WIog;2022-03-15 11:15:33.877000+00:00;2022-03-15 11:15:47.310000+00:00;Major;Task;WIog;2022-03-15 11:15:33.877000+00:00;67; MAD  1431
42;Back End Developer; MAD  1431;AcP;2022-03-15 11:15:47.310000+00:00;2022-03-15 11:16:02.317000+00:00;Major;Task;AcP;2022-03-15 11:15:47.310000+00:00;68; MAD  1431
43;Back End Developer; MAD  1431;AcIog;2022-03-15 11:16:02.317000+00:00;2022-03-18 15:04:01.750000+00:00;Major;Task;AcIog;2022-03-15 11:16:02.317000+00:00;69; MAD  1431
44;QA; MAD  1431;AcD;2022-03-18 15:04:01.750000+00:00;2022-03-18 15:04:01.750000+00:00;Major;Task;AcD;2022-03-18 15:04:01.750000+00:00;70; MAD  1431
45;Back End Developer; MAD  1455;RF;2021-08-16 10:24:07.543000+00:00;2021-08-16 10:24:34.476000+00:00;Major;Task;RF;2021-08-16 10:24:07.543000+00:00;74; MAD  1455
46;Back End Developer; MAD  1455;RFW;2021-08-16 10:24:34.476000+00:00;2021-08-16 10:24:42.589000+00:00;Major;Task;RFW;2021-08-16 10:24:34.476000+00:00;75; MAD  1455
47;Back End Developer; MAD  1455;WIog;2021-08-16 10:24:42.589000+00:00;2021-09-20 15:32:26.836000+00:00;Major;Task;WIog;2021-08-16 10:24:42.589000+00:00;76; MAD  1455
48;Back End Developer; MAD  1455;RFW;2021-09-20 15:32:26.836000+00:00;2021-09-22 16:46:32.355000+00:00;Major;Task;RFW;2021-09-20 15:32:26.836000+00:00;77; MAD  1455
49;Back End Developer; MAD  1455;WIog;2021-09-22 16:46:32.355000+00:00;2021-09-30 15:47:47.849000+00:00;Major;Task;WIog;2021-09-22 16:46:32.355000+00:00;78; MAD  1455
50;Back End Developer; MAD  1455;Closed;2021-09-30 15:47:47.849000+00:00;2021-09-30 15:47:47.849000+00:00;Major;Task;Closed;2021-09-30 15:47:47.849000+00:00;79; MAD  1455
51;Data Analyst; MAD  1479;Plan;2021-10-05 12:25:44.686000+00:00;2022-01-18 15:02:03.809000+00:00;Major;Auswertung;Plan;2021-10-05 12:25:44.686000+00:00;84; MAD  1479
52;Data Analyst; MAD  1479;RFW;2022-01-18 15:02:03.809000+00:00;2022-01-18 15:02:06.980000+00:00;Major;Auswertung;RFW;2022-01-18 15:02:03.809000+00:00;85; MAD  1479
53;Data Analyst; MAD  1479;WIog;2022-01-18 15:02:06.980000+00:00;2022-01-27 11:05:41.736000+00:00;Major;Auswertung;WIog;2022-01-18 15:02:06.980000+00:00;86; MAD  1479
54;Data Analyst; MAD  1479;RFW;2022-01-27 11:05:41.736000+00:00;2022-03-15 14:07:58.008000+00:00;Major;Auswertung;RFW;2022-01-27 11:05:41.736000+00:00;87; MAD  1479
55;Data Analyst; MAD  1479;WIog;2022-03-15 14:07:58.008000+00:00;2022-06-09 09:40:40.469000+00:00;Major;Auswertung;WIog;2022-03-15 14:07:58.008000+00:00;88; MAD  1479
56;Data Analyst; MAD  1479;Closed;2022-06-09 09:40:40.469000+00:00;2022-06-09 09:40:40.469000+00:00;Major;Auswertung;Closed;2022-06-09 09:40:40.469000+00:00;89; MAD  1479
57;PO; MAD  1586;Plan;2021-08-30 18:10:01.827000+00:00;2021-08-31 14:28:46.855000+00:00;Major;Task;Plan;2021-08-30 18:10:01.827000+00:00;123; MAD  1586
58;PO; MAD  1586;Closed;2021-08-31 14:28:46.855000+00:00;2021-08-31 14:28:46.855000+00:00;Major;Task;Closed;2021-08-31 14:28:46.855000+00:00;124; MAD  1586
59;Data Analyst; MAD  1587;RFW;2021-08-06 11:30:29.319000+00:00;2021-08-09 09:36:54.255000+00:00;Critical;Auswertung;RFW;2021-08-06 11:30:29.319000+00:00;125; MAD  1587
60;Data Analyst; MAD  1587;WIog;2021-08-09 09:36:54.255000+00:00;2021-08-09 15:56:26.469000+00:00;Critical;Auswertung;WIog;2021-08-09 09:36:54.255000+00:00;126; MAD  1587
61;Data Analyst; MAD  1587;AcP;2021-08-09 15:56:26.469000+00:00;2021-08-16 15:27:53.684000+00:00;Critical;Auswertung;AcP;2021-08-09 15:56:26.469000+00:00;127; MAD  1587
62;Data Analyst; MAD  1587;AcIog;2021-08-16 15:27:53.684000+00:00;2021-08-16 15:27:58.025000+00:00;Critical;Auswertung;AcIog;2021-08-16 15:27:53.684000+00:00;128; MAD  1587
63;Data Analyst; MAD  1587;AcD;2021-08-16 15:27:58.025000+00:00;2021-08-16 15:28:02.670000+00:00;Critical;Auswertung;AcD;2021-08-16 15:27:58.025000+00:00;129; MAD  1587
64;Data Analyst; MAD  1587;Closed;2021-08-16 15:28:02.670000+00:00;2021-08-17 11:17:43.127000+00:00;Critical;Auswertung;Closed;2021-08-16 15:28:02.670000+00:00;130; MAD  1587
65;Data Analyst; MAD  1587;Plan;2021-08-17 11:17:43.127000+00:00;2021-08-17 11:17:48.785000+00:00;Critical;Auswertung;Plan;2021-08-17 11:17:43.127000+00:00;131; MAD  1587
66;Data Analyst; MAD  1587;RFW;2021-08-17 11:17:48.785000+00:00;2021-08-17 11:17:52.474000+00:00;Critical;Auswertung;RFW;2021-08-17 11:17:48.785000+00:00;132; MAD  1587
67;Data Analyst; MAD  1587;WIog;2021-08-17 11:17:52.474000+00:00;2021-08-20 09:23:12.983000+00:00;Critical;Auswertung;WIog;2021-08-17 11:17:52.474000+00:00;133; MAD  1587
68;Data Analyst; MAD  1587;AcP;2021-08-20 09:23:12.983000+00:00;2021-09-22 15:42:21.818000+00:00;Critical;Auswertung;AcP;2021-08-20 09:23:12.983000+00:00;134; MAD  1587
69;Data Analyst; MAD  1587;AcIog;2021-09-22 15:42:21.818000+00:00;2021-09-22 15:42:27.005000+00:00;Critical;Auswertung;AcIog;2021-09-22 15:42:21.818000+00:00;135; MAD  1587
70;Data Analyst; MAD  1587;AcD;2021-09-22 15:42:27.005000+00:00;2021-09-24 15:19:30.277000+00:00;Critical;Auswertung;AcD;2021-09-22 15:42:27.005000+00:00;136; MAD  1587
71;Data Analyst; MAD  1587;Closed;2021-09-24 15:19:30.277000+00:00;2021-09-24 15:19:30.277000+00:00;Critical;Auswertung;Closed;2021-09-24 15:19:30.277000+00:00;137; MAD  1587
72;PO; MAD  1590;RFW;2021-07-13 09:44:20.811000+00:00;2021-09-02 10:20:32.313000+00:00;Major;Task;RFW;2021-07-13 09:44:20.811000+00:00;141; MAD  1590
73;Front End Developer; MAD  1590;WIog;2021-09-02 10:20:32.313000+00:00;2021-10-04 11:36:36.020000+00:00;Major;Task;WIog;2021-09-02 10:20:32.313000+00:00;142; MAD  1590
74;Front End Developer; MAD  1590;Closed;2021-10-04 11:36:36.020000+00:00;2021-10-04 11:36:36.020000+00:00;Major;Task;Closed;2021-10-04 11:36:36.020000+00:00;143; MAD  1590
75;PO; MAD  1593;RFW;2021-07-13 09:44:23.550000+00:00;2021-07-20 11:04:29.516000+00:00;Major;Task;RFW;2021-07-13 09:44:23.550000+00:00;146; MAD  1593
76;Back End Developer; MAD  1593;WIog;2021-07-20 11:04:29.516000+00:00;2021-08-23 17:18:41.076000+00:00;Major;Task;WIog;2021-07-20 11:04:29.516000+00:00;147; MAD  1593
77;PO; MAD  1593;RFW;2021-08-23 17:18:41.076000+00:00;2021-09-06 11:11:31.956000+00:00;Major;Task;RFW;2021-08-23 17:18:41.076000+00:00;148; MAD  1593
78;Back End Developer; MAD  1593;WIog;2021-09-06 11:11:31.956000+00:00;2021-09-21 13:14:24.400000+00:00;Major;Task;WIog;2021-09-06 11:11:31.956000+00:00;149; MAD  1593
79;Back End Developer; MAD  1593;RFW;2021-09-21 13:14:24.400000+00:00;2021-12-20 14:36:43.797000+00:00;Major;Task;RFW;2021-09-21 13:14:24.400000+00:00;150; MAD  1593
80;Back End Developer; MAD  1593;WIog;2021-12-20 14:36:43.797000+00:00;2022-01-26 10:52:56.621000+00:00;Major;Task;WIog;2021-12-20 14:36:43.797000+00:00;151; MAD  1593
81;Back End Developer; MAD  1593;Closed;2022-01-26 10:52:56.621000+00:00;2022-01-26 10:52:56.621000+00:00;Major;Task;Closed;2022-01-26 10:52:56.621000+00:00;152; MAD  1593
82;PO; MAD  1598;RF;2021-07-22 16:17:06.507000+00:00;2021-07-27 14:21:54.541000+00:00;Major;Bug;RF;2021-07-22 16:17:06.507000+00:00;160; MAD  1598
83;PO; MAD  1598;RFW;2021-07-27 14:21:54.541000+00:00;2021-08-18 15:32:33.462000+00:00;Major;Bug;RFW;2021-07-27 14:21:54.541000+00:00;161; MAD  1598
84;PO; MAD  1598;Plan;2021-08-18 15:32:33.462000+00:00;2021-08-18 15:35:41.702000+00:00;Major;Bug;Plan;2021-08-18 15:32:33.462000+00:00;162; MAD  1598
85;PO; MAD  1598;Closed;2021-08-18 15:35:41.702000+00:00;2021-08-18 15:35:41.702000+00:00;Major;Bug;Closed;2021-08-18 15:35:41.702000+00:00;163; MAD  1598
86;PO; MAD  1600;RFW;2021-08-02 14:20:37.973000+00:00;2021-08-03 09:21:10.640000+00:00;Critical;UX Task;RFW;2021-08-02 14:20:37.973000+00:00;164; MAD  1600
87;External; MAD  1600;WIog;2021-08-03 09:21:10.640000+00:00;2021-08-12 16:19:34.380000+00:00;Critical;UX Task;WIog;2021-08-03 09:21:10.640000+00:00;165; MAD  1600
88;External; MAD  1600;AcP;2021-08-12 16:19:34.380000+00:00;2021-09-17 09:55:11.231000+00:00;Critical;UX Task;AcP;2021-08-12 16:19:34.380000+00:00;166; MAD  1600
89;PO; MAD  1600;AcIog;2021-09-17 09:55:11.231000+00:00;2021-09-17 09:55:20.595000+00:00;Critical;UX Task;AcIog;2021-09-17 09:55:11.231000+00:00;167; MAD  1600
90;PO; MAD  1600;AcD;2021-09-17 09:55:20.595000+00:00;2021-09-17 09:55:20.595000+00:00;Critical;UX Task;AcD;2021-09-17 09:55:20.595000+00:00;168; MAD  1600
91;PO; MAD  1604;RFW;2021-08-23 17:18:46.637000+00:00;2021-08-30 15:21:05.314000+00:00;Minor;Bug;RFW;2021-08-23 17:18:46.637000+00:00;172; MAD  1604
92;Back End Developer; MAD  1604;WIog;2021-08-30 15:21:05.314000+00:00;2021-08-30 15:21:11.863000+00:00;Minor;Bug;WIog;2021-08-30 15:21:05.314000+00:00;173; MAD  1604
93;Back End Developer; MAD  1604;AcP;2021-08-30 15:21:11.863000+00:00;2021-08-30 15:21:15.047000+00:00;Minor;Bug;AcP;2021-08-30 15:21:11.863000+00:00;174; MAD  1604
94;Back End Developer; MAD  1604;AcIog;2021-08-30 15:21:15.047000+00:00;2021-08-30 15:21:19.203000+00:00;Minor;Bug;AcIog;2021-08-30 15:21:15.047000+00:00;175; MAD  1604
95;Back End Developer; MAD  1604;AcD;2021-08-30 15:21:19.203000+00:00;2021-08-30 15:21:23.109000+00:00;Minor;Bug;AcD;2021-08-30 15:21:19.203000+00:00;176; MAD  1604
96;Back End Developer; MAD  1604;Closed;2021-08-30 15:21:23.109000+00:00;2021-08-30 15:21:23.109000+00:00;Minor;Bug;Closed;2021-08-30 15:21:23.109000+00:00;177; MAD  1604
97;Back End Developer; MAD  1616;RFW;2022-02-17 13:11:12.236000+00:00;2022-02-17 13:11:14.991000+00:00;Major;Task;RFW;2022-02-17 13:11:12.236000+00:00;209; MAD  1616
98;Back End Developer; MAD  1616;WIog;2022-02-17 13:11:14.991000+00:00;2022-02-21 14:07:12.712000+00:00;Major;Task;WIog;2022-02-17 13:11:14.991000+00:00;210; MAD  1616
99;Back End Developer; MAD  1616;Closed;2022-02-21 14:07:12.712000+00:00;2022-02-21 14:07:12.712000+00:00;Major;Task;Closed;2022-02-21 14:07:12.712000+00:00;211; MAD  1616
100;PO; MAD  1620;RFW;2021-07-13 14:33:10.423000+00:00;2021-07-22 09:49:45.159000+00:00;Major;Task;RFW;2021-07-13 14:33:10.423000+00:00;214; MAD  1620
101;Back End Developer; MAD  1620;WIog;2021-07-22 09:49:45.159000+00:00;2021-07-28 08:21:01.584000+00:00;Major;Task;WIog;2021-07-22 09:49:45.159000+00:00;215; MAD  1620
102;Back End Developer; MAD  1620;Closed;2021-07-28 08:21:01.584000+00:00;2021-08-25 09:02:25.879000+00:00;Major;Task;Closed;2021-07-28 08:21:01.584000+00:00;216; MAD  1620
103;PO; MAD  1620;Plan;2021-08-25 09:02:25.879000+00:00;2021-08-25 09:06:58.097000+00:00;Major;Task;Plan;2021-08-25 09:02:25.879000+00:00;217; MAD  1620
104;PO; MAD  1620;RFW;2021-08-25 09:06:58.097000+00:00;2021-09-07 11:06:27.866000+00:00;Major;Task;RFW;2021-08-25 09:06:58.097000+00:00;218; MAD  1620
105;Back End Developer; MAD  1620;WIog;2021-09-07 11:06:27.866000+00:00;2021-09-09 11:23:12.724000+00:00;Major;Task;WIog;2021-09-07 11:06:27.866000+00:00;219; MAD  1620
106;Back End Developer; MAD  1620;AcP;2021-09-09 11:23:12.724000+00:00;2021-09-09 11:23:32.420000+00:00;Major;Task;AcP;2021-09-09 11:23:12.724000+00:00;220; MAD  1620
107;Back End Developer; MAD  1620;AcIog;2021-09-09 11:23:32.420000+00:00;2022-01-19 12:14:10.629000+00:00;Major;Task;AcIog;2021-09-09 11:23:32.420000+00:00;221; MAD  1620
108;Back End Developer; MAD  1620;AcD;2022-01-19 12:14:10.629000+00:00;2022-01-19 12:14:14.379000+00:00;Major;Task;AcD;2022-01-19 12:14:10.629000+00:00;222; MAD  1620
109;Back End Developer; MAD  1620;Closed;2022-01-19 12:14:14.379000+00:00;2022-01-19 12:14:14.379000+00:00;Major;Task;Closed;2022-01-19 12:14:14.379000+00:00;223; MAD  1620
110;Back End Developer; MAD  1621;RF;2021-07-13 09:38:43.864000+00:00;2021-07-14 11:45:33.265000+00:00;Major;Task;RF;2021-07-13 09:38:43.864000+00:00;224; MAD  1621
111;Back End Developer; MAD  1621;RFW;2021-07-14 11:45:33.265000+00:00;2021-07-14 11:45:37.326000+00:00;Major;Task;RFW;2021-07-14 11:45:33.265000+00:00;225; MAD  1621
112;Back End Developer; MAD  1621;WIog;2021-07-14 11:45:37.326000+00:00;2021-07-16 10:59:50.822000+00:00;Major;Task;WIog;2021-07-14 11:45:37.326000+00:00;226; MAD  1621
113;Back End Developer; MAD  1621;AcP;2021-07-16 10:59:50.822000+00:00;2021-07-16 11:00:03.274000+00:00;Major;Task;AcP;2021-07-16 10:59:50.822000+00:00;227; MAD  1621
114;Back End Developer; MAD  1621;AcIog;2021-07-16 11:00:03.274000+00:00;2021-07-16 11:00:09.731000+00:00;Major;Task;AcIog;2021-07-16 11:00:03.274000+00:00;228; MAD  1621
115;Back End Developer; MAD  1621;AcD;2021-07-16 11:00:09.731000+00:00;2021-07-16 11:00:09.731000+00:00;Major;Task;AcD;2021-07-16 11:00:09.731000+00:00;229; MAD  1621
116;Back End Developer; MAD  1622;RF;2021-07-13 09:38:20.021000+00:00;2021-08-27 10:31:26.814000+00:00;Major;Task;RF;2021-07-13 09:38:20.021000+00:00;230; MAD  1622
117;Back End Developer; MAD  1622;RFW;2021-08-27 10:31:26.814000+00:00;2021-08-27 10:31:29.567000+00:00;Major;Task;RFW;2021-08-27 10:31:26.814000+00:00;231; MAD  1622
118;Back End Developer; MAD  1622;WIog;2021-08-27 10:31:29.567000+00:00;2021-08-27 10:31:38.722000+00:00;Major;Task;WIog;2021-08-27 10:31:29.567000+00:00;232; MAD  1622
119;Back End Developer; MAD  1622;AcP;2021-08-27 10:31:38.722000+00:00;2021-08-27 10:31:46.948000+00:00;Major;Task;AcP;2021-08-27 10:31:38.722000+00:00;233; MAD  1622
120;Back End Developer; MAD  1622;AcIog;2021-08-27 10:31:46.948000+00:00;2021-08-27 10:31:51.609000+00:00;Major;Task;AcIog;2021-08-27 10:31:46.948000+00:00;234; MAD  1622
121;Back End Developer; MAD  1622;AcD;2021-08-27 10:31:51.609000+00:00;2021-08-27 10:31:51.609000+00:00;Major;Task;AcD;2021-08-27 10:31:51.609000+00:00;235; MAD  1622
122;PO; MAD  1623;RF;2021-07-13 13:47:43.198000+00:00;2021-07-13 14:33:17.176000+00:00;Critical;Bug;RF;2021-07-13 13:47:43.198000+00:00;236; MAD  1623
123;PO; MAD  1623;RFW;2021-07-13 14:33:17.176000+00:00;2021-07-15 16:34:22.191000+00:00;Critical;Bug;RFW;2021-07-13 14:33:17.176000+00:00;237; MAD  1623
124;Back End Developer; MAD  1623;WIog;2021-07-15 16:34:22.191000+00:00;2021-07-28 11:53:02.326000+00:00;Critical;Bug;WIog;2021-07-15 16:34:22.191000+00:00;238; MAD  1623
125;Back End Developer; MAD  1623;RFW;2021-07-28 11:53:02.326000+00:00;2021-08-17 13:11:52.336000+00:00;Critical;Bug;RFW;2021-07-28 11:53:02.326000+00:00;239; MAD  1623
126;PO; MAD  1623;Plan;2021-08-17 13:11:52.336000+00:00;2021-08-17 13:12:01.023000+00:00;Critical;Bug;Plan;2021-08-17 13:11:52.336000+00:00;240; MAD  1623
127;PO; MAD  1623;Closed;2021-08-17 13:12:01.023000+00:00;2021-08-17 13:12:01.023000+00:00;Critical;Bug;Closed;2021-08-17 13:12:01.023000+00:00;241; MAD  1623
128;Data Analyst; MAD  1624;RF;2021-07-14 10:54:29.371000+00:00;2021-07-14 13:42:33.332000+00:00;Major;Auswertung;RF;2021-07-14 10:54:29.371000+00:00;242; MAD  1624
129;Data Analyst; MAD  1624;RFW;2021-07-14 13:42:33.332000+00:00;2021-07-14 13:42:37.302000+00:00;Major;Auswertung;RFW;2021-07-14 13:42:33.332000+00:00;243; MAD  1624
130;Data Analyst; MAD  1624;WIog;2021-07-14 13:42:37.302000+00:00;2021-07-14 16:29:35.825000+00:00;Major;Auswertung;WIog;2021-07-14 13:42:37.302000+00:00;244; MAD  1624
131;Data Analyst; MAD  1624;AcP;2021-07-14 16:29:35.825000+00:00;2021-07-15 09:45:40.249000+00:00;Major;Auswertung;AcP;2021-07-14 16:29:35.825000+00:00;245; MAD  1624
132;Data Analyst; MAD  1624;AcIog;2021-07-15 09:45:40.249000+00:00;2021-07-15 09:45:46.018000+00:00;Major;Auswertung;AcIog;2021-07-15 09:45:40.249000+00:00;246; MAD  1624
133;Data Analyst; MAD  1624;AcD;2021-07-15 09:45:46.018000+00:00;2021-07-15 09:45:50.480000+00:00;Major;Auswertung;AcD;2021-07-15 09:45:46.018000+00:00;247; MAD  1624
134;Data Analyst; MAD  1624;Closed;2021-07-15 09:45:50.480000+00:00;2021-07-15 09:45:50.480000+00:00;Major;Auswertung;Closed;2021-07-15 09:45:50.480000+00:00;248; MAD  1624
135;Data Analyst; MAD  1625;RF;2021-07-14 15:50:17.323000+00:00;2021-07-16 16:37:17.606000+00:00;Major;Auswertung;RF;2021-07-14 15:50:17.323000+00:00;249; MAD  1625
136;Data Analyst; MAD  1625;RFW;2021-07-16 16:37:17.606000+00:00;2021-07-16 16:37:20.905000+00:00;Major;Auswertung;RFW;2021-07-16 16:37:17.606000+00:00;250; MAD  1625
137;Data Analyst; MAD  1625;WIog;2021-07-16 16:37:20.905000+00:00;2021-07-29 10:43:40.939000+00:00;Major;Auswertung;WIog;2021-07-16 16:37:20.905000+00:00;251; MAD  1625
138;Data Analyst; MAD  1625;AcP;2021-07-29 10:43:40.939000+00:00;2021-09-08 09:46:52.297000+00:00;Major;Auswertung;AcP;2021-07-29 10:43:40.939000+00:00;252; MAD  1625
